Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,z,date,country
49159,0.5,Ideal,G,VVS1,62.2,56.0,2070.0,5.12,5.1,3.18,2022-09-16,Bouvet Island
49160,0.5,Premium,G,VVS1,62.3,59.0,2070.0,5.04,5.01,3.13,2022-08-31,Haiti
49161,0.69,Fair,G,VS1,57.8,,2070.0,5.9,5.84,3.39,,Norway
49162,0.69,Very Good,I,VS2,63.3,57.0,2070.0,5.64,5.57,3.55,,Burundi
49163,0.75,Premium,,SI2,61.1,57.0,2070.0,5.88,5.84,3.58,,Marshall Islands
49164,0.75,Premium,G,SI2,58.8,60.0,,5.99,5.89,3.49,2022-09-05,Tajikistan
49165,0.58,Premium,G,VS1,59.9,58.0,2071.0,5.49,5.37,3.25,2022-09-15,Andorra
49166,0.71,Very Good,G,SI1,64.2,56.0,2072.0,5.6,5.65,3.61,2022-08-31,Brazil
49167,0.71,Good,F,SI2,63.6,60.0,2072.0,5.64,5.61,3.58,2022-09-20,Belize
49168,0.71,Premium,F,SI2,62.6,59.0,2072.0,5.64,5.6,3.52,2022-09-25,Brazil
49169,0.62,Ideal,F,VS1,62.3,56.0,2073.0,5.43,5.46,3.39,2022-09-22,Myanmar
49170,0.72,Very Good,I,SI1,63.3,57.0,2074.0,5.73,5.67,3.61,2022-09-08,Angola
49171,0.7,Very Good,G,SI1,60.7,58.0,2074.0,,5.73,3.47,2022-09-06,Lebanon
49172,0.7,Very Good,H,VS2,62.2,56.0,2074.0,5.69,5.75,3.56,2101-06-25,San Marino
49173,0.7,Premium,H,VS2,62.2,58.0,2074.0,5.69,5.72,3.55,2022-09-21,Denmark
49174,0.7,Good,G,SI1,63.5,61.0,2074.0,5.61,5.64,3.57,2022-09-21,Bosnia And Herzegowina
49175,0.7,Ideal,G,SI1,61.2,57.0,2074.0,5.71,5.79,,2022-09-13,Moldova
49176,0.8,Premium,J,SI2,61.4,57.0,2074.0,5.99,5.93,3.66,2022-09-15,Cote D`ivoire
49177,0.68,Good,F,SI1,58.1,60.0,2074.0,5.8,5.91,3.4,2022-09-04,Ghana
49178,0.72,Good,G,SI1,64.0,59.0,2074.0,5.63,5.59,3.59,2022-09-25,Comoros
49179,0.64,Premium,D,SI1,62.3,58.0,2074.0,5.53,5.49,3.43,2022-09-02,Azerbaijan
49180,0.78,Premium,H,SI2,59.7,59.0,2074.0,6.03,5.97,3.58,2022-08-31,Ecuador
49181,0.64,Ideal,F,VS2,62.5,56.0,2074.0,,5.53,3.46,2022-08-31,Algeria
49182,0.72,Premium,I,VVS2,62.0,56.0,2074.0,5.75,5.73,3.56,2022-09-03,Denmark
49183,0.72,Ideal,F,SI2,61.6,57.0,2074.0,5.75,5.68,3.52,2022-09-02,San Marino
49184,0.82,Ideal,I,SI2,61.1,57.0,2075.0,6.05,6.09,3.71,2022-09-05,Anguilla
49185,0.56,Ideal,E,VS1,61.7,57.0,2075.0,5.3,5.32,3.27,2022-09-19,Norway
49186,0.7,Premium,F,SI2,62.6,58.0,2075.0,5.64,5.6,3.52,2022-09-13,Vanuatu
49187,0.51,Ideal,E,VS1,62.8,57.0,2075.0,5.1,5.07,3.2,2022-09-03,Russian Federation
49188,0.61,Premium,F,VS2,59.6,61.0,2075.0,5.58,5.5,3.3,2022-09-21,Morocco
49189,0.7,Fair,F,SI2,65.3,55.0,2075.0,5.6,5.49,3.62,2092-08-30,Lithuania
49190,0.51,Ideal,E,VS1,61.8,55.0,2075.0,5.15,31.8,5.12,2022-09-24,Andorra
49191,0.71,Very Good,H,SI1,62.4,58.0,2076.0,5.67,5.7,3.55,2022-09-23,Kyrgyzstan
49192,0.71,Very Good,H,SI1,61.4,58.0,2076.0,5.72,5.78,3.53,2022-09-12,American Samoa
49193,0.71,,H,SI1,61.2,,2076.0,5.69,5.72,3.49,,Nicaragua
49194,0.61,Good,F,VS1,61.9,60.0,2076.0,5.39,,3.34,2022-09-07,Monaco
49195,0.7,Very Good,H,SI2,60.0,60.0,2077.0,5.76,5.8,3.47,2022-09-27,San Marino
49196,,Ideal,G,VVS1,61.2,56.0,2077.0,5.27,5.3,3.24,2022-09-17,El Salvador
49197,0.55,Ideal,G,VVS1,60.0,56.0,2077.0,5.35,5.39,3.21,2022-08-31,Ukraine
49198,0.58,Very Good,G,VVS2,62.0,57.0,2078.0,5.33,5.34,3.31,2022-09-19,Mayotte
49199,0.59,Ideal,D,VS2,61.7,56.0,2078.0,5.39,5.41,3.33,2022-09-09,Guatemala
49200,0.52,Very Good,F,VVS2,61.5,57.0,2079.0,5.18,5.22,3.19,2022-09-06,Italy
49201,0.72,Very Good,G,SI2,62.5,56.0,2079.0,5.68,5.71,3.56,2022-08-30,Korea (North)
49202,0.6,Ideal,E,VS2,61.2,56.0,2079.0,5.44,5.45,3.33,2022-09-08,Hong Kong
49203,0.55,Ideal,,VS1,61.9,55.0,2079.0,5.3,5.24,3.25,2022-09-22,Nauru
49204,0.7,,I,SI2,62.1,57.0,2079.0,5.66,5.71,3.53,,Palau
49205,0.72,Ideal,G,SI2,62.1,54.0,2079.0,,5.82,3.6,2022-09-27,Bulgaria
49206,0.72,Ideal,G,SI2,62.5,,2079.0,5.71,5.75,3.58,2099-02-19,Iceland
49207,0.66,Ideal,,SI1,62.7,55.0,2079.0,5.56,5.61,3.5,2022-09-10,Botswana
49208,0.52,,E,VVS2,57.2,64.0,2079.0,5.27,5.36,3.04,2022-09-11,New Zealand
49209,0.55,Ideal,E,VS1,62.2,55.0,2079.0,5.26,5.22,3.26,2022-09-23,New Caledonia
49210,0.55,Ideal,E,VS1,61.7,55.0,2079.0,5.29,5.27,3.26,2022-09-24,Palau
49211,0.55,,E,VS1,61.1,55.0,2079.0,5.33,5.3,,2022-09-14,Cote D`ivoire
49212,0.7,Good,E,SI1,59.8,64.0,2079.0,5.75,5.69,,2022-09-28,Guyana
49213,0.55,Ideal,D,VS2,58.5,58.0,2079.0,5.42,5.39,3.16,2022-09-21,Ukraine
49214,0.55,Ideal,F,VS1,61.2,56.0,2079.0,5.33,5.28,3.25,2022-09-11,Eritrea
49215,0.67,Very Good,G,VS2,60.4,61.0,2080.0,5.61,5.64,3.4,2022-09-16,Uzbekistan
49216,0.54,Ideal,G,VVS1,62.2,56.0,2080.0,5.19,5.22,3.24,2022-09-27,San Marino
49217,0.54,Ideal,G,VVS1,62.2,56.0,2080.0,5.18,5.23,3.24,2022-09-07,Japan
49218,1.06,Very Good,G,I1,60.7,63.0,2080.0,6.59,6.56,3.99,2022-09-12,Fiji
49219,0.71,Very Good,G,SI2,61.3,58.0,2081.0,5.73,5.75,3.52,2022-09-02,Zambia
49220,0.5,Premium,F,VVS1,61.1,55.0,2081.0,5.15,5.13,3.14,2022-09-06,St.Pierre
49221,0.5,Good,G,IF,64.0,55.0,2081.0,5.08,5.05,3.24,2022-09-25,Cambodia
49222,0.68,Premium,G,VS2,,59.0,2081.0,5.65,5.64,3.48,2022-09-02,Kenya
49223,0.56,Ideal,,VVS2,61.6,56.0,2081.0,5.32,5.29,3.27,2083-07-18,Viet Nam
49224,0.61,Very Good,G,VS1,62.7,57.0,2082.0,5.36,5.43,3.38,2022-09-10,Spain
49225,0.58,Very Good,,VS1,62.9,54.0,2082.0,5.31,5.34,3.35,2022-09-14,Gabon
49226,0.58,,E,VS1,61.8,55.0,2082.0,5.35,5.39,3.32,2022-09-12,Croatia
49227,0.51,,F,VVS2,62.2,57.0,2082.0,5.12,5.14,3.19,2022-09-17,Anguilla
49228,0.5,Very Good,E,VVS2,61.7,61.0,2083.0,5.09,5.12,3.15,2022-09-20,Papua New Guinea
49229,0.75,Very Good,J,SI1,62.4,56.0,2083.0,,5.82,3.62,2022-09-20,South Africa
49230,0.7,Good,H,VS2,63.8,60.0,,5.59,5.51,3.54,2022-09-24,Norway
49231,0.51,Ideal,F,VVS2,62.2,57.0,2083.0,5.12,5.17,3.2,2022-09-25,Ghana
49232,0.54,Ideal,F,VS1,61.1,55.0,2083.0,5.26,5.32,3.23,2022-09-16,Mauritius
49233,0.7,Ideal,I,SI1,,59.0,2083.0,5.75,5.8,3.46,2022-09-20,St.Pierre
49234,0.7,Ideal,,SI1,60.8,59.0,,5.74,5.78,3.5,2022-09-12,Malta
49235,0.7,Ideal,I,SI1,62.1,58.0,2083.0,5.68,5.72,3.54,2022-09-09,St Vincent/Grenadines
49236,0.62,Fair,F,VS1,60.0,64.0,2083.0,5.69,5.48,3.36,2022-09-13,Kazakhstan
49237,0.82,,J,SI1,62.2,58.0,2083.0,5.98,5.94,3.71,2022-09-24,Netherlands
49238,0.51,Very Good,,IF,59.3,57.0,2084.0,5.25,5.31,3.13,2022-09-28,Belize
49239,0.64,Ideal,H,VVS1,61.1,55.0,2084.0,5.58,5.61,3.43,2022-09-08,Niger
49240,0.58,Good,F,VS1,62.2,,2084.0,,5.44,3.36,2022-09-01,Georgia
49241,0.65,Very Good,I,VVS1,62.9,58.0,2085.0,,5.53,3.47,2022-09-09,Greece
49242,0.6,Very Good,E,VS2,62.9,59.0,2085.0,5.34,5.38,3.37,2022-09-26,Turkmenistan
49243,0.51,Ideal,E,VS2,61.6,55.0,2085.0,5.16,5.19,3.19,2022-09-15,Italy
49244,0.71,Ideal,J,VS1,62.3,55.0,2085.0,5.7,5.73,3.56,2022-09-27,Nauru
49245,0.51,Ideal,F,VS1,61.7,55.0,2085.0,5.14,5.17,3.18,,Belgium
49246,0.51,Ideal,F,VS1,60.9,56.0,2085.0,5.17,5.2,3.16,2022-09-14,Viet Nam
49247,0.56,Ideal,E,VS1,61.2,56.0,2085.0,5.3,5.34,,2022-09-24,San Marino
49248,0.73,Good,H,SI2,60.9,65.0,2085.0,5.86,5.69,3.51,2022-09-27,Tunisia
49249,0.77,Very Good,J,SI1,61.0,,2086.0,5.94,5.99,3.64,2022-09-15,United States
49250,0.71,Fair,,SI1,55.5,62.0,2086.0,6.0,5.97,3.32,2022-09-26,Armenia
49251,0.71,Very Good,G,SI2,63.4,,2086.0,5.68,5.62,3.58,2022-09-22,Uganda
49252,0.47,Ideal,D,VS1,60.5,57.0,2086.0,,5.07,3.06,2022-09-27,Luxembourg
49253,0.71,Ideal,H,SI2,62.1,56.0,2086.0,5.76,5.71,,2022-09-01,Guinea
49254,0.73,Ideal,F,SI2,61.7,57.0,2087.0,5.78,5.82,3.58,2022-09-26,Malaysia
49255,0.7,Premium,G,SI2,62.0,60.0,2087.0,5.7,5.62,3.51,2022-09-08,Korea (North)
49256,0.51,Premium,D,VVS2,61.6,59.0,2087.0,5.12,5.08,,2022-09-09,Uganda
49257,,Ideal,G,VVS1,61.3,,2087.0,,5.23,3.22,2022-09-04,
49258,0.71,,I,SI1,60.9,64.0,2087.0,5.72,5.67,3.47,2022-08-31,Bosnia And Herzegowina
49259,0.7,Very Good,G,SI1,63.3,57.0,2088.0,5.58,,3.55,2022-09-10,Niue
49260,0.71,,D,SI2,62.5,57.0,2088.0,5.7,5.73,3.57,2022-09-10,Cocos Islands
49261,,Very Good,F,SI1,60.7,57.0,2088.0,5.78,5.81,3.52,2022-09-17,Romania
49262,0.71,Very Good,F,SI1,63.0,56.0,2088.0,5.65,,3.58,2022-09-03,Virgin Islands (U.S.)
49263,0.71,Fair,F,SI1,62.6,,2088.0,5.73,5.68,3.57,2022-09-08,Italy
49264,0.7,Good,,SI1,61.9,62.0,2088.0,5.57,5.61,3.46,2022-09-26,Luxembourg
49265,0.62,Fair,F,VVS2,57.1,60.0,2088.0,5.65,5.7,3.24,2022-09-03,Saudi Arabia
49266,0.58,Ideal,F,VS1,62.1,56.0,2088.0,,5.32,3.32,2022-09-25,Vanuatu
49267,0.8,Premium,J,SI1,60.0,60.0,2088.0,6.1,5.97,3.66,,Algeria
49268,0.77,Premium,I,SI1,60.4,58.0,,5.96,5.99,3.61,2022-09-10,Dominica
49269,0.7,Ideal,F,SI1,62.6,56.0,2089.0,5.66,5.69,3.55,2022-09-07,Norway
49270,0.72,Ideal,G,SI2,,55.3,2089.0,5.72,5.74,,2022-08-30,Eritrea
49271,0.64,Ideal,E,SI1,62.0,56.0,2089.0,5.57,5.53,3.44,2022-09-23,American Samoa
49272,0.6,Ideal,E,SI1,62.3,55.0,2090.0,5.45,5.4,3.38,2022-09-26,
49273,0.54,Ideal,G,VVS2,61.5,54.0,2090.0,5.26,5.24,3.23,2022-09-10,Myanmar
49274,0.54,Ideal,G,VVS2,61.0,56.0,2090.0,5.3,5.25,3.22,2022-09-14,Spain
49275,,Ideal,G,VVS2,60.6,56.0,2090.0,5.27,5.26,3.19,2022-09-21,Egypt
49276,0.54,Ideal,G,VVS2,62.1,56.0,2090.0,5.22,5.19,3.23,2102-08-11,Oman
49277,0.54,Ideal,G,VVS2,61.4,55.0,2090.0,5.3,5.22,3.23,2022-09-12,Niger
49278,0.54,Ideal,G,VVS2,61.8,56.0,2090.0,5.25,5.23,3.24,2022-09-26,Malta
49279,,Premium,G,VVS2,60.5,,2090.0,5.28,5.24,3.18,2022-09-19,Faroe Islands
49280,0.54,Good,F,VS1,63.7,55.0,2090.0,5.16,5.11,3.27,2022-09-23,India
49281,0.6,Ideal,G,VS1,61.3,60.0,2091.0,5.39,5.41,3.31,2022-09-16,Mauritania
49282,0.57,Ideal,D,VS1,61.7,56.0,2091.0,5.31,5.33,3.28,2022-09-13,Palau
49283,0.52,Very Good,E,VS1,58.9,64.0,2092.0,5.23,5.3,3.1,2022-08-31,Italy
49284,0.7,Very Good,F,SI2,62.8,56.0,2092.0,5.64,5.69,3.56,2022-09-07,Paraguay
49285,0.52,Ideal,F,VVS2,61.5,55.0,2092.0,5.17,5.21,3.19,2022-09-26,Grenada
49286,0.7,Ideal,G,SI2,62.4,56.0,2092.0,5.65,5.67,3.53,2099-03-12,Nauru
49287,0.7,Good,E,SI2,,63.0,2092.0,5.71,5.78,3.43,2022-09-07,France
49288,0.7,Fair,E,SI2,64.6,53.0,2092.0,5.58,5.63,3.62,2022-09-23,Gabon
49289,0.73,Very Good,I,SI2,63.0,58.0,2093.0,5.71,5.75,3.61,2022-08-30,Fiji
49290,0.51,Ideal,F,VVS2,62.6,57.0,2093.0,,5.13,3.2,2022-09-07,Bahrain
49291,0.26,Very Good,E,VVS1,61.8,59.0,539.0,4.11,4.14,2.55,2022-09-03,Brazil
49292,0.33,,H,VS2,61.8,54.0,539.0,4.45,4.48,2.76,2022-09-18,Albania
49293,0.33,Ideal,H,VS2,60.6,56.0,539.0,4.51,,2.74,2022-09-23,French S. Territories
49294,0.33,,H,VS2,61.1,56.0,539.0,4.5,4.54,2.76,2022-09-07,Botswana
49295,0.33,Ideal,H,VS2,61.0,55.0,539.0,4.49,4.52,2.75,2022-09-14,Indonesia
49296,0.3,,H,VS1,62.3,55.1,539.0,4.29,4.32,2.68,2022-09-01,United Arab Emirates
49297,0.3,Ideal,H,VS1,62.2,54.0,539.0,4.29,4.33,2.68,2022-09-13,Indonesia
49298,0.39,Ideal,J,SI1,62.6,53.0,,4.68,,2.94,2022-09-20,Fiji
49299,0.41,Good,I,SI2,63.5,57.0,539.0,4.7,4.72,2.99,,Jordan
49300,0.41,Premium,,SI2,61.6,59.0,539.0,4.76,4.79,2.94,2022-09-08,Equatorial Guinea
49301,0.31,Good,H,VS1,64.0,59.0,539.0,4.25,4.28,2.73,2022-08-30,Monaco
49302,0.32,Very Good,,SI1,62.0,58.5,540.0,4.36,4.41,2.72,2022-09-25,Cocos Islands
49303,0.32,Ideal,I,VVS2,61.7,56.0,540.0,4.4,4.42,2.72,2108-04-08,Trinidad And Tobago
49304,0.24,Ideal,F,VVS2,61.4,59.0,540.0,4.0,4.05,2.47,2022-09-02,Poland
49305,0.24,Ideal,F,VVS2,61.5,56.0,540.0,3.99,4.01,2.46,2022-09-08,Nepal
49306,0.35,Ideal,J,VVS1,62.1,53.0,540.0,,4.55,2.82,2022-09-24,Antigua And Barbuda
49307,0.3,Ideal,I,VVS1,62.1,57.0,540.0,4.29,,2.68,2022-09-08,Togo
49308,0.3,Ideal,I,VVS1,61.8,54.0,540.0,4.32,4.35,2.68,,Israel
49309,0.3,Ideal,I,VVS1,62.1,,540.0,4.29,,2.67,2022-09-16,Marshall Islands
49310,0.4,Ideal,H,SI2,62.6,55.0,540.0,4.7,4.72,2.95,2022-09-20,Zaire
49311,0.4,Ideal,H,SI2,62.2,55.0,540.0,4.75,4.77,2.96,2022-09-16,Tuvalu
49312,0.34,Ideal,G,SI1,61.9,,540.0,4.5,4.52,2.79,2022-09-01,Taiwan
49313,0.34,Ideal,G,SI1,61.5,55.0,540.0,4.49,,2.77,2022-09-21,Ecuador
49314,0.34,Ideal,,SI1,61.8,54.0,540.0,4.48,4.51,2.78,2022-09-15,Iraq
49315,0.3,Good,G,VVS2,57.9,61.0,540.0,4.4,4.42,2.56,2022-09-20,Oman
49316,0.32,Ideal,G,,63.0,56.0,540.0,4.35,4.32,2.73,2022-09-19,Greece
49317,0.32,Premium,G,SI2,61.6,59.0,540.0,4.38,4.35,2.69,2022-09-10,Barbados
49318,0.32,Premium,G,SI2,,59.0,540.0,4.4,4.35,2.73,2022-08-31,American Samoa
49319,0.32,Ideal,G,SI2,62.5,55.0,540.0,4.4,4.37,2.74,2022-09-02,Cuba
49320,0.32,Very Good,F,SI2,63.5,56.0,540.0,4.37,4.35,2.77,2022-09-08,Tonga
49321,0.51,Ideal,F,VVS2,61.2,56.0,2093.0,5.17,5.19,3.17,2022-09-08,New Zealand
49322,0.51,Premium,F,VVS2,60.5,59.0,2093.0,5.15,5.17,3.12,2022-09-15,Algeria
49323,0.72,Very Good,J,VVS1,61.4,61.0,2093.0,5.7,5.77,3.52,2022-09-16,Mali
49324,0.51,Ideal,F,VVS2,,56.0,2093.0,5.08,5.12,3.17,2022-09-03,Kazakhstan
49325,0.51,Ideal,F,VVS2,62.4,57.0,2093.0,5.08,5.12,3.18,2022-09-08,Solomon Islands
49326,0.75,Very Good,H,SI2,62.2,58.0,2093.0,5.77,5.83,3.61,2022-09-01,Mongolia
49327,0.51,Ideal,,VVS2,61.2,56.0,,5.17,5.19,3.17,2022-09-16,Afghanistan
49328,0.52,Good,G,IF,,57.0,2093.0,5.24,5.27,3.14,2022-09-03,Malaysia
49329,0.7,Fair,D,SI1,66.0,56.0,2093.0,5.45,5.52,3.62,2022-09-01,Ecuador
49330,0.57,Premium,D,VS1,60.9,57.0,2093.0,5.43,5.37,3.29,2022-09-06,Comoros
49331,,Very Good,E,VS2,60.6,60.0,2094.0,5.44,5.49,,2022-09-24,Nigeria
49332,0.6,Very Good,G,VS1,61.9,56.0,2094.0,5.41,5.45,3.36,,Swaziland
49333,0.7,Very Good,H,SI2,63.4,55.0,2094.0,5.59,5.64,3.56,2022-09-23,San Marino
49334,,Good,I,SI1,63.9,55.0,2095.0,,5.8,3.72,,Argentina
49335,0.7,Very Good,G,SI1,62.2,58.0,2095.0,5.63,5.66,3.51,2022-09-06,Aruba
49336,0.57,Ideal,G,VVS2,,55.0,2095.0,5.34,5.36,3.25,2022-09-22,Fiji
49337,0.57,Ideal,G,VVS2,61.7,56.0,2095.0,5.3,5.33,3.28,2022-09-15,Honduras
49338,0.57,Ideal,G,VVS2,61.7,54.0,2095.0,5.32,,3.31,2022-09-01,Bouvet Island
49339,0.79,Very Good,I,SI1,63.3,57.0,2095.0,,5.83,3.7,2022-09-05,Croatia
49340,0.81,Very Good,G,SI2,,60.0,,5.82,5.79,3.67,2022-09-27,Central African Rep
49341,0.58,Premium,G,VVS2,59.7,59.0,2095.0,5.45,,3.24,2022-09-18,Zambia
49342,0.71,Good,H,SI1,63.5,57.0,2096.0,5.63,5.67,3.59,2022-09-04,St.Pierre
49343,0.71,Good,H,SI1,63.1,57.0,2096.0,5.61,5.65,,2022-09-09,Taiwan
49344,0.71,Good,H,SI1,63.5,57.0,2096.0,5.64,5.67,3.59,2091-12-20,Saint Lucia
49345,0.71,Very Good,H,,62.5,60.0,2096.0,5.68,5.75,3.57,,South Africa
49346,0.71,Premium,H,SI1,62.1,58.0,2096.0,5.72,5.75,3.56,2022-09-23,Sao Tome
49347,0.61,Very Good,D,VS1,62.4,57.0,2096.0,5.44,5.46,3.4,2022-09-13,Jordan
49348,0.71,,E,SI2,60.4,61.0,2096.0,5.79,5.77,3.49,2022-09-06,St. Helena
49349,0.57,Ideal,F,VS2,60.7,56.0,2096.0,5.37,5.41,3.27,2022-09-26,Bahrain
49350,0.7,Ideal,J,SI1,60.3,57.0,2096.0,5.75,5.79,3.48,2022-09-27,Monaco
49351,0.7,Ideal,J,SI1,61.0,56.0,2096.0,5.69,5.82,3.51,2022-09-14,Pitcairn
49352,0.54,Ideal,,IF,,57.0,2096.0,5.26,5.31,3.22,2022-09-03,Guinea
49353,0.51,Ideal,G,,62.4,54.0,2096.0,5.12,5.17,3.21,2022-09-15,Iceland
49354,0.56,Ideal,F,VS1,62.1,56.0,2097.0,5.32,5.28,3.29,2022-09-14,Algeria
49355,0.71,Very Good,F,SI2,59.0,58.0,2098.0,5.84,5.89,3.46,2022-09-25,Gambia
49356,0.71,Very Good,F,SI2,63.6,56.0,2098.0,5.58,5.67,3.58,2022-09-10,Liberia
49357,0.71,Very Good,I,SI1,62.0,56.0,2098.0,5.69,5.72,3.54,2022-08-31,Ecuador
49358,0.51,Ideal,F,VVS2,61.8,56.0,,5.13,5.16,3.18,2022-09-12,Latvia
49359,0.51,Ideal,F,VVS2,61.7,56.0,2098.0,5.14,5.16,3.18,2022-09-09,Laos
49360,0.51,Ideal,F,VVS2,61.9,56.0,2098.0,5.09,5.14,3.16,2022-09-21,Comoros
49361,0.55,Ideal,I,IF,60.1,,2098.0,5.33,5.38,3.22,2022-09-06,Equatorial Guinea
49362,0.73,Good,J,VS2,60.8,63.0,2098.0,5.67,5.78,3.48,2022-09-14,Denmark
49363,1.0,Good,F,I1,63.9,59.0,2098.0,6.27,6.2,3.99,2022-09-19,United Arab Emirates
49364,0.53,Premium,E,SI1,61.8,60.0,2099.0,5.21,5.18,3.21,2022-09-24,Taiwan
49365,0.72,Ideal,J,,61.4,,2099.0,5.76,5.8,3.55,2022-09-03,Mali
49366,0.6,Ideal,F,VS2,60.9,,2099.0,5.49,5.51,3.34,2022-09-03,El Salvador
49367,0.57,Ideal,D,VS2,61.7,56.0,2099.0,5.3,5.37,3.29,2022-09-23,Laos
49368,0.7,Ideal,E,SI2,62.9,56.0,2100.0,5.66,5.6,3.54,2022-09-23,Luxembourg
49369,0.7,Very Good,F,SI1,63.2,56.0,2100.0,5.61,,3.51,2022-09-05,Colombia
49370,,Very Good,E,VVS2,62.6,57.0,2100.0,5.25,5.23,3.28,,Taiwan
49371,0.7,Very Good,F,SI2,61.2,57.0,2100.0,5.67,5.74,3.49,2022-09-12,Finland
49372,0.5,Ideal,D,VVS2,60.4,54.0,2100.0,5.17,5.23,3.14,2022-09-28,Belgium
49373,0.81,Ideal,J,SI2,62.2,57.0,2100.0,5.95,5.92,3.69,2022-09-18,Nepal
49374,0.7,Good,F,SI2,,57.0,2100.0,5.8,5.83,3.43,2022-09-13,Guadeloupe
49375,0.54,Premium,D,VS1,61.1,58.0,2100.0,5.3,5.24,,2022-09-19,Guatemala
49376,0.7,Fair,H,VS1,62.0,73.0,2100.0,,5.54,3.47,2022-09-19,Madagascar
49377,0.7,Premium,G,SI2,,58.0,2100.0,5.75,5.67,3.5,2022-09-23,Tanzania
49378,0.5,Ideal,E,VS2,60.5,56.0,2100.0,5.18,5.16,3.13,2022-09-19,Tuvalu
49379,0.73,Very Good,J,VS2,62.7,57.0,2101.0,5.71,,3.59,2022-09-05,Egypt
49380,0.73,Ideal,J,VS2,62.3,55.0,2101.0,5.74,,3.59,2022-09-11,Sri Lanka
49381,0.66,Good,G,VS2,58.1,59.9,2101.0,5.68,5.72,3.31,2022-09-28,Spain
49382,0.55,Very Good,F,VVS2,63.1,56.0,2102.0,5.19,5.23,3.29,2022-09-28,Lithuania
49383,0.51,Very Good,G,IF,62.6,56.0,2102.0,5.09,5.13,3.2,2022-09-18,Nepal
49384,0.48,Ideal,E,VVS2,60.7,56.0,2102.0,5.04,5.08,,2022-09-04,Guam
49385,0.75,Fair,F,SI2,65.1,57.0,2102.0,5.7,5.66,3.7,2022-09-26,Estonia
49386,0.62,Premium,E,VS2,,59.0,2102.0,5.58,5.56,3.34,2022-08-31,Montserrat
49387,0.73,Premium,H,SI2,61.2,58.0,2102.0,5.84,5.8,3.56,2022-09-19,Cayman Islands
49388,0.71,Fair,F,SI2,65.2,55.5,2103.0,5.52,5.58,3.62,2022-09-14,Guam
49389,0.57,Ideal,D,VS2,61.8,56.0,2103.0,5.34,5.31,3.29,2022-09-15,Norfolk Island
49390,0.57,Ideal,D,VS2,61.4,56.0,2103.0,5.37,5.34,3.29,2022-09-16,Mali
49391,0.59,Ideal,D,VS2,61.9,56.0,2103.0,5.39,5.34,,2022-09-08,Liechtenstein
49392,0.7,Very Good,D,SI2,63.7,58.0,,5.56,5.62,,2022-09-17,Korea (South)
49393,0.71,Very Good,G,SI1,62.3,57.0,2104.0,5.7,5.76,3.57,2022-09-14,Singapore
49394,0.71,Good,I,VS1,63.8,53.0,2104.0,5.7,5.64,3.62,2022-09-11,Montserrat
49395,0.71,Fair,,VS1,64.5,56.0,2104.0,5.61,5.56,3.6,2107-02-16,Cote D`ivoire
49396,0.75,Ideal,J,VS2,61.2,56.0,2104.0,5.86,5.9,3.6,2022-09-18,United Kingdom
49397,0.5,Ideal,G,IF,61.5,56.0,2104.0,5.11,5.14,3.15,2022-09-22,Eritrea
49398,0.71,Premium,I,VS1,61.9,58.0,2104.0,5.76,5.71,3.55,2022-09-12,Qatar
49399,0.5,Very Good,E,VVS2,62.6,59.0,,5.02,5.05,3.15,2022-09-05,Cuba
49400,0.5,Very Good,E,VVS2,61.5,59.0,2105.0,5.08,5.1,3.13,2022-09-18,Kazakhstan
49401,0.5,Very Good,E,VVS2,62.0,55.0,2105.0,5.08,5.11,3.16,2104-03-13,Cote D`ivoire
49402,0.6,Premium,G,VVS2,59.7,,2105.0,5.55,5.5,3.3,2087-10-30,Iran
49403,0.6,Ideal,G,VS1,61.3,57.0,2105.0,5.4,5.47,3.33,2022-09-22,Central African Rep
49404,0.52,Ideal,E,VS1,61.9,55.0,2105.0,5.16,5.18,3.2,2022-09-09,Tunisia
49405,0.58,Premium,E,VS1,60.7,58.0,2105.0,5.41,5.36,3.27,2022-09-23,Canada
49406,0.5,,,VVS2,59.1,61.0,2106.0,5.19,5.23,3.08,2022-09-21,Tanzania
49407,,Very Good,H,SI2,60.4,,2106.0,5.89,5.93,3.57,2022-09-21,Lithuania
49408,0.7,Very Good,H,SI1,63.5,57.0,2106.0,5.59,5.66,3.59,2022-09-09,Afghanistan
49409,0.74,Ideal,J,VVS2,61.7,55.0,2106.0,5.83,5.87,3.61,2022-09-06,Qatar
49410,0.7,Very Good,G,SI1,61.8,56.0,2106.0,5.7,5.76,3.54,2022-09-15,Nigeria
49411,0.7,Premium,G,SI1,62.2,58.0,2106.0,5.69,5.76,3.56,2022-09-12,Paraguay
49412,0.7,Very Good,G,SI1,62.5,57.0,2106.0,5.63,5.7,3.54,2022-09-09,Sri Lanka
49413,0.7,Very Good,I,VVS2,58.6,60.0,2106.0,5.79,5.91,3.43,2022-09-26,Guyana
49414,0.7,Very Good,G,SI1,62.1,58.0,2106.0,5.66,5.7,3.53,2022-09-02,Tunisia
49415,0.7,Very Good,H,VS2,62.1,55.0,,5.66,5.71,3.53,,Belgium
49416,0.63,Ideal,D,VS2,61.1,55.0,,5.6,5.56,3.41,2022-09-06,Pakistan
49417,0.6,Premium,,SI1,,61.0,2106.0,5.41,5.33,3.37,2022-08-31,Vatican City State
